"satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","promotion_last_5years","division","salary","left"
0.1,0.94,7,287,4,0,0,"support","medium",1
0.43,0.45,2,140,3,0,0,"sales","low",1
0.4,0.5,2,129,3,0,0,"IT","medium",1
0.36,0.57,2,142,3,0,0,"product_mng","medium",1
0.77,0.92,5,235,5,0,0,"IT","low",1
0.11,0.9,6,254,4,0,0,"technical","low",1
0.1,0.85,6,266,4,0,0,"sales","low",1
0.11,0.8,6,256,4,0,0,"IT","low",1
0.09,0.8,6,304,4,0,0,"technical","low",1
0.39,0.55,2,146,3,0,0,"sales","low",1
0.46,0.46,2,140,3,0,0,"technical","low",1
0.86,1,5,227,5,0,0,"technical","medium",1
0.4,0.55,2,159,3,0,0,"sales","low",1
0.11,0.77,6,247,4,0,0,"technical","medium",1
0.73,0.83,5,270,5,1,0,"support","medium",1
0.72,0.96,5,267,5,0,0,"technical","low",1
0.75,0.81,5,227,5,0,0,"technical","medium",1
0.44,0.51,2,140,3,0,0,"hr","medium",1
0.1,0.96,6,310,5,0,0,"support","low",1
0.77,0.98,5,259,6,0,0,"product_mng","low",1
0.46,0.57,2,152,3,0,0,"support","low",1
0.38,0.51,2,141,3,0,0,"sales","low",1
0.82,0.83,4,245,5,1,0,"sales","low",1
0.38,0.51,2,159,3,0,0,"sales","medium",1
0.1,0.96,7,255,4,0,0,"marketing","medium",1
0.11,0.96,7,277,5,0,0,"sales","low",1
0.4,0.46,2,135,3,0,0,"technical","low",1
0.44,0.48,2,128,3,0,0,"support","low",1
0.1,0.9,7,286,4,0,0,"sales","low",1
0.09,0.93,6,296,4,0,0,"technical","medium",1
0.11,0.88,5,250,4,0,0,"RandD","medium",1
0.86,0.84,5,254,5,0,0,"product_mng","medium",1
0.63,0.93,5,163,3,0,0,"hr","medium",1
0.39,0.5,2,147,3,0,0,"marketing","low",1
0.68,0.62,5,198,5,1,0,"RandD","low",1
0.84,0.99,4,267,5,0,0,"product_mng","low",1
0.09,0.83,7,258,4,0,0,"product_mng","low",1
0.37,0.54,2,145,3,0,0,"RandD","medium",1
0.39,0.5,2,142,3,0,0,"hr","medium",1
0.1,0.78,7,286,4,0,0,"product_mng","low",1
0.77,0.91,5,236,5,0,0,"marketing","medium",1
0.63,0.76,2,157,4,0,0,"RandD","low",1
0.1,0.78,6,310,4,0,0,"sales","medium",1
0.87,0.84,4,264,6,0,0,"support","low",1
0.85,0.92,4,275,5,0,0,"support","medium",1
0.09,0.8,6,304,5,0,0,"technical","medium",1
0.09,0.95,6,304,4,0,0,"sales","low",1
0.4,0.5,2,127,3,0,0,"IT","low",1
0.38,0.49,2,144,3,0,0,"hr","low",1
0.59,0.49,7,263,4,0,0,"technical","medium",1
0.44,0.56,2,158,3,0,0,"accounting","medium",1
0.37,0.47,2,138,3,1,0,"accounting","medium",1
0.1,0.82,7,265,4,0,0,"RandD","low",1
0.44,0.51,2,146,3,0,0,"marketing","medium",1
0.09,0.93,6,279,4,0,0,"technical","low",1
0.36,0.62,4,237,2,0,0,"technical","medium",1
0.37,0.45,2,131,3,0,0,"sales","low",1
0.11,0.84,6,300,5,1,0,"support","low",1
0.44,0.51,2,145,3,0,0,"support","low",1
0.1,0.77,7,250,5,0,0,"RandD","medium",1
0.41,0.48,2,136,3,0,0,"marketing","medium",1
0.38,0.51,2,137,3,0,0,"support","low",1
0.39,0.55,2,156,3,0,0,"product_mng","medium",1
0.1,0.89,6,246,4,0,0,"sales","low",1
0.11,0.79,7,310,4,0,0,"hr","low",1
0.37,0.51,2,153,3,0,0,"product_mng","low",1
0.1,0.9,7,281,4,0,0,"sales","low",1
0.43,0.55,4,134,3,0,0,"marketing","low",1
0.41,0.48,2,139,3,0,0,"technical","low",1
0.11,0.94,6,277,5,0,0,"technical","low",1
0.44,0.5,2,135,3,0,0,"sales","low",1
0.1,0.84,6,286,4,0,0,"product_mng","low",1
0.65,0.86,2,181,2,0,0,"support","low",1
0.25,0.46,4,214,4,0,0,"technical","medium",1
0.4,0.53,2,151,3,0,0,"marketing","low",1
0.39,0.55,2,159,3,0,0,"technical","high",1
0.82,0.86,4,264,5,0,0,"management","medium",1
0.1,0.77,5,252,4,0,0,"technical","medium",1
0.1,0.84,7,250,4,0,0,"product_mng","low",1
0.38,0.55,2,145,3,0,0,"support","low",1
0.12,1,3,278,4,0,0,"RandD","medium",1
0.41,0.5,2,149,3,0,0,"RandD","low",1
0.1,0.85,7,279,4,0,0,"RandD","medium",1
0.36,0.48,2,137,3,0,0,"technical","low",1
0.9,0.92,5,245,5,0,0,"sales","low",1
0.11,0.8,7,296,4,0,0,"sales","low",1
0.1,0.87,6,306,4,0,0,"support","medium",1
0.11,0.84,6,300,5,1,0,"support","low",1
0.45,0.52,2,145,3,0,0,"sales","medium",1
0.45,0.48,2,136,3,0,0,"product_mng","medium",1
0.1,0.85,6,266,4,0,0,"sales","low",1
0.09,0.77,6,244,4,0,0,"marketing","low",1
0.82,0.97,5,263,5,0,0,"hr","medium",1
0.39,0.5,2,142,3,0,0,"hr","medium",1
0.44,0.56,2,141,3,0,0,"sales","low",1
0.43,0.53,2,147,3,0,0,"sales","medium",1
0.11,0.79,7,295,4,0,0,"hr","low",1
0.14,0.47,4,175,2,0,0,"RandD","medium",1
0.87,0.84,5,231,5,0,0,"IT","low",1
0.43,0.45,2,135,3,0,0,"marketing","low",1
0.4,0.48,2,142,3,0,0,"support","low",1
0.11,0.91,6,308,4,1,0,"IT","low",1
0.38,0.5,2,132,3,0,0,"accounting","low",1
0.85,0.58,3,226,2,0,0,"support","medium",1
0.38,0.5,2,140,3,0,0,"sales","low",1
0.87,0.85,5,221,6,0,0,"support","medium",1
0.11,0.93,6,282,4,0,0,"sales","low",1
0.39,0.5,2,135,3,0,0,"support","low",1
0.38,0.47,2,147,3,0,0,"support","medium",1
0.39,0.49,2,146,3,0,0,"sales","medium",1
0.1,0.81,6,309,4,0,0,"technical","low",1
0.53,0.56,4,281,6,0,0,"hr","medium",1
0.84,0.91,5,232,6,0,0,"management","low",1
0.45,0.54,2,152,3,0,0,"sales","low",1
0.36,0.5,2,132,3,0,0,"management","low",1
0.11,0.83,6,295,4,0,0,"support","medium",1
0.44,0.51,2,127,3,0,0,"technical","medium",1
0.11,0.78,7,278,4,0,0,"sales","low",1
0.42,0.47,2,135,3,0,0,"sales","low",1
0.59,1,3,156,4,0,0,"accounting","low",1
0.81,0.9,5,238,6,0,0,"marketing","low",1
0.37,0.5,2,135,3,0,0,"product_mng","low",1
0.74,0.97,4,228,5,0,0,"hr","low",1
0.39,0.54,2,127,3,0,0,"IT","low",1
0.14,0.61,6,291,5,0,0,"hr","medium",1
0.1,0.84,6,283,4,1,0,"technical","low",1
0.11,0.85,6,261,4,0,0,"support","low",1
0.76,1,5,219,5,0,0,"support","low",1
0.11,0.83,6,244,4,0,0,"accounting","low",1
0.91,0.92,4,246,5,0,0,"sales","low",1
0.75,0.88,4,239,5,0,0,"sales","low",1
0.39,0.57,2,145,3,0,0,"accounting","medium",1
0.42,1,3,202,3,0,0,"sales","medium",1
0.43,0.49,2,135,3,0,0,"accounting","medium",1
0.09,0.85,5,281,4,0,0,"support","medium",1
0.42,0.75,3,218,4,0,0,"management","medium",1
0.11,0.88,6,253,4,0,0,"support","low",1
0.73,0.93,5,229,5,0,0,"technical","medium",1
0.54,0.83,6,165,6,0,0,"support","low",1
0.36,0.5,2,132,3,0,0,"management","low",1
0.1,0.77,7,291,4,0,0,"accounting","low",1
0.87,0.94,4,274,5,0,0,"IT","low",1
0.4,0.65,2,296,5,0,0,"sales","medium",1
0.45,0.54,2,142,3,0,0,"hr","medium",1
0.37,0.51,2,155,3,0,0,"sales","low",1
0.41,0.47,2,135,3,0,0,"support","low",1
0.09,0.83,6,282,4,0,0,"technical","medium",1
0.86,0.68,5,263,2,0,0,"technical","medium",1
0.38,0.51,2,159,3,0,0,"technical","low",1
0.11,0.87,6,305,4,0,0,"marketing","low",1
0.45,0.54,2,131,3,0,0,"sales","medium",1
0.41,0.55,2,154,3,0,0,"support","low",1
0.75,0.89,5,272,5,0,0,"IT","medium",1
0.89,0.98,4,242,6,0,0,"marketing","low",1
0.87,0.88,5,262,6,0,0,"sales","low",1
0.41,0.51,2,159,3,0,0,"IT","medium",1
0.74,0.82,4,239,6,0,0,"IT","low",1
0.37,0.56,2,156,3,0,0,"sales","medium",1
0.42,0.49,2,139,3,0,0,"hr","low",1
0.41,0.56,2,150,3,0,0,"product_mng","low",1
0.11,0.87,7,278,4,0,0,"sales","low",1
0.39,0.55,2,156,3,0,0,"product_mng","medium",1
0.37,0.57,2,157,3,0,0,"RandD","low",1
0.09,0.78,6,254,4,0,0,"support","low",1
0.39,0.55,2,159,3,0,0,"technical","high",1
0.66,0.47,7,156,2,0,0,"management","medium",1
0.87,1,5,274,5,0,0,"hr","low",1
0.11,0.96,6,298,4,0,0,"sales","low",1
0.1,0.93,6,298,4,0,0,"technical","medium",1
0.1,0.96,6,275,4,0,0,"technical","low",1
0.42,0.53,2,142,3,0,0,"sales","low",1
0.4,0.48,2,137,3,0,0,"sales","medium",1
0.37,0.53,2,143,3,0,0,"support","low",1
0.46,0.5,2,151,3,0,0,"technical","medium",1
0.41,0.56,2,133,3,0,0,"hr","medium",1
0.59,0.49,7,263,4,0,0,"technical","medium",1
0.11,0.78,6,243,4,0,0,"hr","low",1
0.1,0.81,6,245,4,0,0,"support","low",1
0.45,0.54,2,129,3,0,0,"technical","medium",1
0.78,0.81,3,222,2,0,0,"sales","low",1
0.46,0.54,2,138,3,0,0,"product_mng","medium",1
0.76,0.83,6,293,6,0,0,"support","low",1
0.44,0.55,2,135,3,0,0,"support","low",1
0.1,0.96,6,264,4,0,0,"management","medium",1
0.46,0.45,2,138,3,0,1,"IT","low",1
0.36,0.78,2,151,4,0,0,"technical","low",1
0.77,0.93,4,231,5,0,0,"hr","medium",1
0.78,0.86,5,274,5,0,0,"sales","low",1
0.73,0.89,5,236,6,0,0,"product_mng","low",1
0.73,0.99,5,241,5,0,0,"sales","low",1
0.09,0.9,7,289,4,0,0,"product_mng","low",1
0.81,0.85,4,251,6,0,0,"hr","medium",1
0.87,0.88,5,269,5,0,0,"technical","low",1
0.38,0.46,2,137,3,0,0,"technical","low",1
0.89,0.87,5,255,5,0,0,"RandD","medium",1
0.74,0.92,4,261,5,0,0,"technical","medium",1
0.84,0.89,4,245,5,1,0,"support","medium",1
0.1,0.91,6,246,4,0,0,"hr","medium",1
0.89,0.96,4,219,6,0,0,"product_mng","medium",1
0.84,0.92,4,234,5,0,0,"sales","low",1
0.89,0.85,5,266,5,0,0,"sales","low",1
0.1,0.84,5,303,5,0,0,"accounting","medium",1
0.39,0.57,2,133,3,0,0,"technical","medium",1
0.43,0.52,2,158,3,0,0,"sales","medium",1
0.41,0.47,2,131,3,0,0,"marketing","medium",1
0.38,0.5,2,152,3,0,0,"sales","high",1
0.44,0.52,2,137,3,0,0,"technical","medium",1
0.11,0.87,7,282,5,0,0,"technical","low",1
0.11,0.88,7,305,4,0,0,"product_mng","low",1
0.1,0.81,6,252,4,0,0,"hr","low",1
0.44,0.54,2,135,3,0,0,"support","low",1
0.37,0.46,2,156,3,0,0,"sales","low",1
0.44,0.54,2,149,3,0,0,"hr","low",1
0.89,0.65,5,195,6,0,0,"support","low",1
0.09,0.82,6,257,4,0,0,"accounting","medium",1
0.76,0.83,5,227,5,0,0,"sales","low",1
0.38,0.57,2,140,3,0,0,"sales","low",1
0.44,0.51,2,129,3,0,0,"support","medium",1
0.66,0.91,5,248,4,0,0,"management","low",1
0.36,0.47,2,148,3,0,0,"technical","medium",1
0.38,0.56,2,161,3,0,0,"RandD","medium",1
0.4,0.46,2,144,3,0,0,"RandD","low",1
0.09,0.83,6,250,4,0,0,"sales","medium",1
0.11,0.93,6,253,4,1,0,"technical","low",1
0.1,0.79,6,249,4,0,0,"RandD","low",1
0.43,0.52,2,154,3,1,0,"product_mng","medium",1
0.44,0.55,2,135,3,0,0,"support","low",1
0.42,0.48,2,143,3,0,0,"sales","low",1
0.73,1,5,253,6,0,0,"support","low",1
0.76,0.88,4,206,4,0,0,"hr","medium",1
0.09,0.85,6,297,4,0,0,"hr","medium",1
0.56,0.71,4,296,2,0,0,"IT","medium",1
0.81,0.94,5,233,6,0,0,"support","medium",1
0.43,0.57,2,142,3,0,0,"IT","medium",1
0.11,0.79,6,292,4,0,1,"technical","low",1
0.38,0.55,2,151,3,0,0,"sales","low",1
0.83,0.82,4,243,5,0,0,"sales","medium",1
0.37,0.54,2,132,3,0,0,"technical","low",1
0.11,0.8,6,256,4,0,0,"IT","low",1
0.37,0.54,2,149,3,0,0,"support","low",1
0.87,0.9,3,307,5,0,0,"technical","low",1
0.1,0.94,6,255,4,0,0,"technical","low",1
0.79,0.96,4,234,5,0,0,"marketing","low",1
0.36,0.48,2,152,3,0,0,"IT","low",1
0.39,0.52,2,134,3,0,0,"technical","low",1
0.74,0.89,5,259,5,0,0,"RandD","low",1
0.42,0.54,2,135,3,0,0,"sales","medium",1
0.7,0.84,6,161,4,0,0,"technical","low",1
0.85,0.99,5,248,5,0,0,"sales","low",1
0.73,0.99,5,262,5,0,0,"product_mng","medium",1
0.45,0.47,2,151,3,0,0,"accounting","medium",1
0.86,0.91,5,265,5,0,0,"IT","low",1
0.44,0.48,2,146,3,0,0,"support","low",1
0.77,0.96,5,249,6,0,0,"technical","low",1
0.11,0.8,6,306,4,0,0,"sales","low",1
0.39,0.48,2,160,3,0,0,"sales","low",1
0.1,0.89,6,247,4,0,0,"technical","low",1
0.11,0.89,6,264,4,0,0,"support","low",1
0.38,0.52,2,145,3,0,0,"sales","low",1
0.36,0.55,2,138,3,0,0,"support","medium",1
0.44,0.56,2,145,3,0,0,"technical","low",1
0.2,0.5,5,135,6,0,0,"RandD","low",1
0.82,0.86,5,257,5,0,0,"sales","low",1
0.88,0.88,5,232,5,1,0,"accounting","medium",1
0.4,0.47,2,128,3,0,0,"sales","medium",1
0.87,0.9,4,256,5,0,0,"sales","high",1
0.37,0.51,2,155,3,0,0,"sales","low",1
0.36,0.49,2,147,3,0,0,"marketing","low",1
0.43,0.54,2,153,3,0,0,"product_mng","medium",1
0.43,0.55,2,136,3,0,0,"sales","low",1
0.74,1,5,248,5,0,0,"support","medium",1
0.84,0.94,5,262,5,0,0,"technical","low",1
0.44,0.53,2,127,3,0,0,"RandD","medium",1
0.83,0.98,4,259,5,0,0,"support","medium",1
0.45,0.55,2,151,3,0,0,"IT","medium",1
0.1,0.83,6,300,4,0,0,"marketing","medium",1
0.43,0.49,2,135,3,0,0,"sales","medium",1
0.38,0.86,6,139,6,0,0,"technical","medium",1
0.11,0.95,6,271,4,0,0,"IT","low",1
0.48,0.93,3,219,6,0,0,"technical","low",1
0.38,0.45,2,132,3,0,0,"sales","medium",1
0.45,0.57,2,158,3,0,0,"sales","low",1
0.36,0.48,2,148,3,1,0,"management","medium",1
0.1,0.97,6,247,4,0,0,"management","medium",1
0.77,0.9,4,237,5,0,0,"support","low",1
0.36,0.55,2,134,3,0,0,"support","low",1
0.41,0.52,2,127,3,1,0,"support","low",1
0.45,0.53,2,149,3,0,0,"support","low",1
0.85,0.82,4,270,5,0,0,"sales","low",1
0.09,0.87,5,263,4,0,0,"IT","low",1
0.36,0.48,2,137,3,0,0,"technical","low",1
0.38,0.53,2,156,3,0,0,"sales","low",1
0.43,0.51,2,155,3,0,0,"technical","medium",1
0.43,0.57,2,151,3,1,0,"hr","low",1
0.1,0.85,6,266,4,0,0,"sales","low",1
0.43,0.57,2,160,3,0,0,"technical","medium",1
0.46,0.45,2,138,3,0,1,"IT","low",1
0.43,0.47,2,144,3,0,0,"hr","medium",1
0.13,0.78,6,152,2,0,0,"support","low",1
0.77,0.98,4,238,6,0,0,"support","low",1
0.43,0.51,2,130,3,0,0,"IT","low",1
0.43,0.47,2,135,3,0,0,"sales","low",1
0.87,0.88,5,231,6,0,0,"sales","medium",1
0.74,0.89,5,229,6,0,0,"support","low",1
0.09,0.83,6,255,4,0,0,"sales","low",1
0.38,0.56,2,161,3,0,0,"RandD","medium",1
0.4,0.49,2,135,3,0,0,"sales","low",1
0.42,0.53,2,142,3,0,0,"sales","low",1
0.82,0.98,5,234,5,0,0,"marketing","medium",1
0.45,0.54,2,135,3,0,0,"sales","low",1
0.11,0.81,6,266,4,1,0,"sales","medium",1
0.72,0.95,5,271,5,0,0,"support","low",1
0.38,0.53,2,156,3,0,0,"sales","low",1
0.14,0.62,4,158,4,1,0,"technical","low",1
0.46,0.49,2,148,3,0,0,"sales","low",1
0.39,0.53,2,146,3,0,0,"sales","low",1
0.81,0.87,4,254,5,0,0,"marketing","low",1
0.88,0.99,5,262,6,0,0,"sales","low",1
0.45,0.45,2,154,3,1,0,"support","medium",1
0.61,0.46,5,220,4,0,0,"sales","low",1
0.76,0.92,4,239,5,0,0,"product_mng","low",1
0.11,0.83,6,244,4,0,0,"accounting","low",1
0.11,0.98,6,250,4,0,0,"sales","medium",1
0.11,0.97,6,289,5,0,0,"support","medium",1
0.11,0.89,6,268,4,0,0,"IT","medium",1
0.1,0.93,6,256,4,0,0,"support","low",1
0.1,0.9,7,301,4,0,0,"technical","medium",1
0.92,0.93,5,240,5,0,0,"sales","low",1
0.1,0.89,7,285,4,0,0,"technical","low",1
0.45,0.5,2,145,3,0,0,"product_mng","medium",1
0.1,0.97,6,267,4,1,0,"support","low",1
0.45,0.57,2,136,3,0,0,"sales","low",1
0.42,0.56,2,133,3,0,0,"sales","low",1
0.4,0.5,2,130,3,0,0,"sales","low",1
0.43,0.56,2,136,3,0,0,"sales","low",1
0.75,0.93,5,229,5,0,0,"sales","low",1
0.75,0.86,5,260,5,0,0,"IT","low",1
0.1,0.86,6,309,4,0,0,"sales","medium",1
0.41,0.46,2,156,3,1,0,"sales","low",1
0.1,0.84,5,303,5,0,0,"accounting","medium",1
0.39,0.5,2,136,3,0,0,"management","low",1
0.37,0.57,2,158,3,0,0,"technical","low",1
0.11,0.93,7,308,4,0,0,"IT","medium",1
0.41,0.48,2,139,3,0,0,"technical","low",1
0.27,0.54,7,278,3,0,0,"technical","low",1
0.4,0.46,2,143,3,0,0,"technical","high",1
0.42,1,3,202,3,0,0,"sales","medium",1
0.11,0.93,5,140,5,0,0,"hr","medium",1
0.45,0.5,2,126,3,0,0,"technical","low",1
0.37,0.53,2,147,3,0,0,"RandD","low",1
0.11,0.8,6,282,4,0,0,"technical","medium",1
0.37,0.48,2,159,3,0,0,"sales","low",1
0.8,1,5,260,5,0,0,"hr","low",1
0.37,0.52,2,157,3,0,0,"sales","low",1
0.73,0.87,5,257,5,0,0,"IT","low",1
0.1,0.94,6,255,4,0,0,"technical","low",1
0.35,0.8,6,281,2,0,0,"sales","medium",1
0.45,0.48,2,158,3,0,0,"technical","low",1
0.39,0.68,2,282,5,0,0,"marketing","low",1
0.36,0.48,2,145,3,0,0,"hr","low",1
0.11,0.95,7,269,5,0,0,"sales","medium",1
0.12,1,3,278,4,0,0,"RandD","medium",1
0.83,1,5,224,5,0,0,"technical","low",1
0.4,0.47,2,136,3,0,0,"hr","medium",1
0.73,0.92,4,273,5,0,0,"sales","low",1
0.84,0.93,4,251,5,0,0,"technical","medium",1
0.4,0.5,2,128,3,0,0,"sales","low",1
0.37,0.46,2,134,3,0,0,"product_mng","medium",1
0.4,0.57,2,151,3,0,0,"support","low",1
0.41,0.56,2,143,3,0,0,"technical","medium",1
0.39,0.5,2,142,3,0,0,"hr","medium",1
0.09,0.93,7,270,4,0,0,"sales","medium",1
0.56,0.71,4,296,2,0,0,"IT","medium",1
0.1,0.87,7,289,4,0,0,"sales","low",1
0.37,0.57,2,147,3,0,0,"sales","low",1
0.9,0.86,5,254,5,0,0,"sales","high",1
0.36,0.47,2,148,3,0,0,"technical","medium",1
0.37,0.54,2,152,3,0,0,"marketing","medium",1
0.37,0.57,2,129,3,0,0,"product_mng","low",1
0.89,0.99,5,257,5,0,0,"accounting","medium",1
0.83,0.94,4,264,5,0,0,"sales","low",1
0.41,0.45,2,144,3,1,0,"product_mng","low",1
0.41,0.48,2,145,3,0,0,"accounting","medium",1
0.9,0.97,4,258,5,0,0,"accounting","low",1
0.9,0.84,5,221,5,0,0,"marketing","low",1
0.41,0.54,2,153,3,1,0,"sales","low",1
0.84,1,4,261,5,0,0,"sales","low",1
0.41,0.57,2,136,3,0,0,"support","low",1
0.44,0.51,2,127,3,0,0,"technical","medium",1
0.48,0.57,4,270,4,0,0,"technical","low",1
0.81,0.95,4,275,5,0,0,"sales","medium",1
0.43,0.47,2,158,3,0,0,"product_mng","low",1
0.83,0.95,4,251,5,0,0,"marketing","medium",1
0.78,0.71,4,296,3,0,0,"hr","low",1
0.45,0.57,2,148,3,0,0,"marketing","high",1
0.38,0.55,2,160,3,0,0,"technical","low",1
0.09,0.82,6,249,4,0,0,"technical","medium",1
0.43,0.57,2,159,3,1,0,"technical","low",1
0.43,0.48,2,135,3,0,0,"sales","medium",1
0.46,0.5,2,156,3,0,0,"technical","medium",1
0.87,1,5,242,5,0,0,"sales","low",1
0.43,0.49,2,131,3,0,0,"RandD","high",1
0.38,0.54,2,128,3,0,0,"technical","low",1
0.66,0.57,5,161,5,0,0,"technical","high",1
0.36,0.5,2,158,3,0,0,"RandD","low",1
0.09,0.96,6,268,4,0,0,"technical","medium",1
0.4,0.56,2,131,3,0,0,"IT","low",1
0.11,0.79,7,310,4,0,0,"hr","low",1
0.1,0.83,6,269,4,0,0,"IT","low",1
0.82,0.84,5,244,5,0,0,"sales","low",1
0.09,0.8,6,247,4,0,0,"sales","medium",1
0.76,0.99,4,253,5,1,0,"IT","medium",1
0.8,0.95,5,217,5,0,0,"support","low",1
0.89,0.95,4,275,5,0,0,"technical","medium",1
0.74,0.99,4,233,5,0,0,"IT","low",1
0.9,0.96,4,258,5,0,0,"technical","medium",1
0.41,0.5,2,128,3,0,0,"management","low",1
0.83,1,5,269,5,0,0,"IT","medium",1
0.39,0.5,4,294,3,0,0,"technical","low",1
0.44,0.56,2,133,3,0,0,"technical","medium",1
0.41,0.48,2,145,3,0,0,"accounting","medium",1
0.87,1,4,224,5,0,0,"technical","medium",1
0.85,0.87,5,246,5,1,0,"sales","medium",1
0.36,0.48,2,136,3,0,0,"support","low",1
0.1,0.81,6,309,4,0,0,"technical","low",1
0.45,0.53,2,138,3,0,0,"accounting","medium",1
0.48,0.93,3,219,6,0,0,"technical","low",1
0.77,0.89,5,243,5,0,0,"technical","low",1
0.36,0.51,2,129,3,0,0,"support","low",1
0.4,0.45,2,140,3,0,0,"IT","low",1
0.45,0.57,2,134,3,0,0,"sales","low",1
0.4,0.5,2,135,3,0,0,"sales","medium",1
0.1,0.79,6,274,4,0,0,"sales","low",1
0.36,0.57,2,142,3,0,0,"product_mng","medium",1
0.85,1,4,225,5,0,0,"technical","low",1
0.37,0.56,2,156,3,0,0,"sales","medium",1
0.77,0.83,4,245,5,0,0,"sales","medium",1
0.11,0.9,6,264,4,0,0,"technical","medium",1
0.4,0.46,2,135,3,0,0,"technical","low",1
0.1,0.89,7,291,4,0,0,"support","medium",1
0.1,0.84,6,286,4,0,0,"product_mng","low",1
0.75,0.97,5,243,6,0,0,"technical","medium",1
0.22,0.86,4,293,3,0,0,"marketing","low",1
0.45,0.56,2,143,3,0,0,"product_mng","low",1
0.38,0.57,2,131,3,0,0,"support","medium",1
0.9,0.82,5,259,5,0,0,"support","low",1
0.41,0.54,2,133,3,0,0,"sales","medium",1
0.91,0.99,5,265,5,1,0,"technical","medium",1
0.37,0.45,2,131,3,0,0,"sales","low",1
0.41,0.54,2,152,3,0,0,"sales","medium",1
0.1,0.93,6,269,4,0,0,"IT","low",1
0.36,0.51,2,155,3,0,0,"IT","low",1
0.89,0.89,5,262,5,0,0,"accounting","low",1
0.09,0.82,6,249,4,0,0,"technical","medium",1
0.1,0.93,6,289,4,1,0,"support","low",1
0.37,0.56,2,138,3,0,0,"IT","low",1
0.36,0.45,2,127,3,0,0,"accounting","low",1
0.43,0.46,2,145,3,0,0,"sales","low",1
0.37,0.48,2,129,3,0,0,"support","low",1
0.44,0.55,2,141,3,0,0,"support","low",1
0.11,0.85,6,261,4,0,0,"support","low",1
0.1,0.77,7,250,5,0,0,"RandD","medium",1
0.37,0.49,2,151,3,0,0,"sales","low",1
0.1,0.86,6,283,4,0,0,"support","low",1
0.44,0.54,2,151,3,0,0,"management","low",1
0.09,0.98,6,271,4,0,0,"sales","low",1
0.84,0.94,5,222,6,0,0,"product_mng","low",1
0.1,0.89,7,253,4,0,0,"support","low",1
0.8,0.85,4,273,5,0,0,"management","low",1
0.11,0.81,6,305,4,0,0,"sales","low",1
0.1,0.79,6,274,4,0,0,"sales","low",1
0.79,1,5,257,6,0,0,"sales","low",1
0.36,0.47,2,148,3,0,0,"technical","medium",1
0.42,0.52,2,141,3,1,0,"sales","medium",1
0.44,0.5,2,138,3,0,0,"support","medium",1
0.81,0.9,4,226,5,0,0,"product_mng","medium",1
0.43,0.53,2,146,3,0,0,"sales","medium",1
0.11,0.92,7,307,4,0,0,"IT","low",1
0.38,0.52,2,154,3,0,0,"sales","medium",1
0.38,0.5,2,153,3,0,0,"support","low",1
0.85,1,4,225,5,0,0,"technical","low",1
0.38,0.53,2,157,3,0,0,"sales","low",1
0.45,0.55,2,140,3,0,0,"hr","low",1
0.36,0.56,2,132,3,0,0,"IT","medium",1
0.85,0.87,5,246,5,1,0,"sales","medium",1
0.11,0.95,6,279,4,0,0,"technical","low",1
0.11,0.83,6,306,4,0,0,"support","low",1
0.43,0.55,2,136,3,0,0,"sales","low",1
0.41,0.54,2,138,3,0,0,"accounting","low",1
0.41,0.48,2,155,3,0,0,"marketing","low",1
0.44,0.55,2,135,3,0,0,"support","low",1
0.39,0.45,2,134,3,0,0,"technical","medium",1
0.11,0.84,6,287,4,0,0,"accounting","medium",1
0.77,0.94,5,226,6,0,0,"support","low",1
0.92,0.99,5,255,6,0,0,"sales","low",1
0.43,0.47,2,128,3,0,0,"technical","medium",1
0.54,0.74,4,164,2,0,0,"sales","low",1
0.79,0.89,5,239,5,0,0,"sales","low",1
0.38,0.49,2,135,3,0,0,"accounting","low",1
0.09,0.96,6,259,4,0,0,"support","low",1
0.11,0.95,6,286,4,0,0,"technical","medium",1
0.4,0.52,2,155,3,0,0,"marketing","low",1
0.38,0.45,2,156,3,0,0,"sales","medium",1
0.09,0.93,6,279,4,0,0,"technical","low",1
0.73,0.99,5,241,5,0,0,"sales","low",1
0.45,0.46,2,128,3,0,0,"sales","low",1
0.42,0.52,2,134,3,0,0,"sales","low",1
0.87,0.84,5,231,5,0,0,"IT","low",1
0.7,0.89,3,183,5,0,0,"support","low",1
0.4,0.49,2,155,3,0,0,"hr","medium",1
0.88,1,5,219,5,0,0,"technical","low",1
0.11,0.84,6,298,4,0,0,"sales","low",1
0.77,0.99,5,228,5,0,0,"support","low",1
0.83,0.93,4,269,5,0,0,"sales","low",1
0.38,0.5,2,150,3,1,0,"support","medium",1
0.37,0.48,2,129,3,0,0,"IT","medium",1
0.54,0.94,6,294,3,0,0,"sales","medium",1
0.4,0.54,2,139,3,0,0,"marketing","low",1
0.37,0.51,2,128,3,0,0,"technical","medium",1
0.49,0.73,4,244,3,0,0,"support","low",1
0.83,0.95,5,258,5,0,0,"technical","low",1
0.82,0.94,5,236,5,0,0,"sales","low",1
0.16,0.65,4,277,5,0,0,"accounting","medium",1
0.27,0.54,7,278,3,0,0,"technical","low",1
0.32,0.6,2,280,4,0,0,"technical","low",1
0.89,0.92,5,237,5,0,0,"sales","medium",1
0.38,0.5,2,132,3,0,0,"accounting","low",1
0.11,0.87,6,273,4,0,0,"sales","low",1
